Nama,Komentar,Waktu,Likes,Reply Count
@Dadangkurniawan990,Fakta sekarang teori doang lihai tapi praktik nya nol ketika sudah terjun ke lapangan,2024-01-08T00:20:59Z,1,
@alipanugrah6864,@@Dadangkurniawan990 kemungkinan bukan karena praktek nol bang tapi liat juga siapa lawanya dan kawanya kalo tidak bisa mengajak lawan jadi kawan ya bakal banyak yang menggagalkan setiap praktik,2024-01-08T00:31:52Z,0,
@user-uv6oe7ch4c,Jawabannya kayaknya temen2 warga DKI yg udah pernah ngerasain kepemimpinan beliau sm yg terdahulunya lebih berimpact dan kerasa inovasinya yg mana...? 🤣,2024-01-09T16:38:34Z,0,
@dashkiwing9339,"yg levelnya rendah dikasih pertanyaan etika aja udah cukup, kalau etika sudah pantas baru dikasih pertanyaannya lanjutan 😂😂",2024-01-07T17:06:11Z,1,0
@Fraktur-Hepar,"Wowo memperlihatkan karakter aslinya :

Mungkin saja Fadli dan jajaran lainya melihat ini sangat malu dalam nurani mereka walau mereka melindungi dengan berbagai Dali akan tetapi tidak dapat menutupi semua kebohongan itu.

Sangat tempramental, wowo seakan playing vik'tim nyatanya dia memulai duluan menyerang pribadi dan provo'katif, banyak alibi seakan dia selalu benar dengan memanfaatkan jabatan incumben seakan itu sosiali, menutupi tidak transparan, wowo sangat menahan emosional, dipaksakan menjadi seakan lucu gemoy kalem tidak jahat nyatanya justru dia tidak dapat mengendalikan semu itu.

Wowo kamu perlu belajar lagi tentang kedewasaan, kebijksanaan, kendali psikologi, sejatinya pemimpin itu bisa mengayomi, menerima dan memberi. 

Ingatlah aku jika aku menyimpang dan dukunglah aku jika itu dalam kebaikan. Itulah pemimpin (Umar bin Khatab)

Memang darah mu mengalir darah yahvdi mamamu dan cina dari Sumitro, mungkin itu sudah menjadi karakter bangsamu",2024-01-07T17:03:10Z,6,4
@MazhabSyafii,"Sudah"" Lah nyebar hoax nya sodara",2024-01-07T17:29:44Z,2,
@codmgege3698,Kalo yang slepet-slepet itu sudah dewasa belum bang😂,2024-01-07T20:52:05Z,1,
@silo79dwi,"01 aja udah nyerang food estate, nyerang kepemilikan tanah sejak dari pidato awal....",2024-01-08T00:10:26Z,2,
@Web3-ud9fi,"Ini contoh otak yg di gadein.. 
Sma kaya jungjungannya pak anis 
Ya klo kutu dikasih panggung ya gtuh.. 
Bisa loncat sana sini... Dri awal debat pak prabowo Diem..  Anis udh kaya israel tiba tiba nyerang..  😅
Calon presiden ko bgitu",2024-01-08T06:27:28Z,1,
@imanunderbone,Besok rame di sosmed potongan2 debatnya🤣,2024-01-07T17:01:06Z,5,0
@MazhabSyafii,"Dengar nis kata prabowo, kalo mau ngomong ke orang barat ya harus jadi contoh dulu. 
Masa mau jadi negara panutan bawa kata"" Doang ke negara orang. Nis nis..",2024-01-07T16:54:38Z,1,0
@radennaufal61,prabowo gibran all in,2024-01-07T16:54:24Z,2,0
@sulaimanabdussalam5394,4:43:27,2024-01-07T16:52:45Z,2,0
@reh00n42,Sasuke gampang kepancing sih🤣,2024-01-07T16:43:47Z,3,0
@sumichannel3107,"Ya Allah, takdirkan Pak Anis memimpin RI 2024, Aamiin",2024-01-07T16:32:49Z,8,2
@ms_c_15,Aamiin,2024-01-07T17:41:41Z,1,
@nauvalashar5601,Aminn,2024-01-08T05:48:43Z,0,
@ChoerinAmry,"kasian pk prabowo diserang sama murid2nya, debatnya mnyerang mbah wowo smua, moga klo ada debat lg bs lebih proporsional tidak tedensi ke 1 paslon saja",2024-01-07T16:32:42Z,11,2
@HammamLcMSy,prabowo sudah waktunya pensiun,2024-01-07T22:28:23Z,1,
@OfficialDFN,Tetap pak prabowo,2024-01-08T04:10:17Z,1,
@ernilutifahanugrah6626,pak prabowo berbicara sesuai fakta dilapangan ❤❤,2024-01-07T16:30:42Z,20,9
@RamzJb-gm6ew,pret wowo gabisa ngomong 😂,2024-01-07T16:35:31Z,0,
@Habibkiting,ah perasaan ngga deh wkwk,2024-01-07T16:35:49Z,0,
@Zulkarnain-ke9lz,"prabowo kebanyakan kata-kata saudara-saudara sekalian. gw setuju poin yg pa anies bilang. benlanja senjata bekas, tapi tentara kita sengsara. Tanah prabowo dimana-mana bener juga perusahaan jg bnyk. kalo kata bu conie itu pake perusahaan fiktif pula belanja alustista. ada apa? trs prabowo bilang ada ambisi menggebu2. lah bukannya dia yg ambisi dg kekuasaan berkali-kali nyalon gagal.😂 payah..",2024-01-07T17:25:19Z,2,
@rawuhwati5540,Wkwkkkw TETAP PRABOWO LAHH 02,2024-01-08T00:45:18Z,3,
@ernilutifahanugrah6626,@@Habibkiting ya perasaan lu aja 😂 yg menhan kan dia bkn anies atau ganjar klau anies mah mantan menteri pecatan itu baru fakta 😂,2024-01-08T02:59:24Z,0,
@ernilutifahanugrah6626,"@@Zulkarnain-ke9lz tp ada fakta yg anda lupa 1.anies jdi gebenur jg pakai duit prabowo 2. dia udah tdd surat ngk bkalan jd pesaing prabowo saat dia msih menjabat jd gebenur 3. dia menghianati sby dan ahy 😂 itu fakta ,sekalian jg saya mau titip tolonv tanyaain gmn duit lem aibon, helem proyek seta duit penghapus papan tulis 😂",2024-01-08T03:01:42Z,2,
@Zulkarnain-ke9lz,@@ernilutifahanugrah6626 liat mata najwa disana di bahas jelas detai. Jd jngn asal komen kalo kurang wawasan.,2024-01-08T03:05:18Z,1,
@mekasaputra6114,"​@@RamzJb-gm6ewBPK kau gak bisa ngomong terus knp dia bisa jadi capres kalau GK bisa ngomong, intinya kerja BKN ngomong doankk",2024-01-08T05:26:11Z,0,
@radennaufal61,prabowo! ✌🏻,2024-01-08T19:29:56Z,0,
@anisaseptian1163,"ah ngomong apaan ini intermesonya, gak objektif",2024-01-07T16:29:54Z,1,0
@fauzanagusta,"tanpa melihat latar dan sepak terjang serta pemberitaan dr masing2 calon, fokus ke debat, maka saya menilai dari sisi pengetahuan dan sikap serta tata krama dalam debat ini, hanya seorang yang menurut saya lebih unggul dan jika memang debat bisa menentukan siapa yang layak memimpin maka seorang itulah yang paling layak.😁",2024-01-07T16:28:29Z,14,8
@user-mr7me5mo2s,Ganjar?,2024-01-07T17:48:04Z,2,
@anggitaningrum7147,Ganjar,2024-01-07T22:46:42Z,1,
@Annileo5168,Ganjar,2024-01-08T06:08:09Z,0,
@MarioKondo,Q wonng Jateng ngaleh prabowo,2024-01-08T11:10:43Z,0,
@fauzanagusta,"@@user-mr7me5mo2s karena berupa pertanyaan, jika anda bukan pendukung ganjar maka secara langsung anda menyatakan bahwa yang saya maksud adalah pak ganjar tp jika anda dari awal memang pendukung ganjar maka itu masih dipertanyakan karena masih bisa subjektif. silahkan anda melihat secara objektif",2024-01-08T14:31:06Z,0,
@fauzanagusta,@@anggitaningrum7147 menurut anda berarti yang saya maksud adalah pak ganjar,2024-01-08T14:31:27Z,0,
@fauzanagusta,@@Annileo5168 ini juga menurut anda bahwa yang saya maksud adalah pak ganjar,2024-01-08T14:32:00Z,0,
@fauzanagusta,@@MarioKondo agak tidak logis ketika kita mengeluarkan pendapat dan memaksakan pendapat pribadi ke kelompok tertentu. pendapat kelompok harus dinyatakan dengan tegas melalui media tertentu yang bisa dipertanggungjawabkan,2024-01-08T14:34:50Z,0,
@susisulistianah1971,02,2024-01-07T16:23:08Z,2,0
@syafriadibro6547,Debat ke 3 MLM ini menurut penilaian saya yg unggul no urut 3 pak ganjar 😎👍👏,2024-01-07T16:20:07Z,10,1
@rosalialende3702,Se7 bnget,2024-01-08T13:18:24Z,0,
@wongkito3864,"Anis itu minim wawasan kalah gagasan 

Kalo ganjar sebelas dua belas dgn anis

Yang tepat untuk memimpin Indonesia ini adalah prabowo Gibran

Salaam dari palembang",2024-01-07T16:19:14Z,11,11
@robymaulana5266,Palembang 80% pilih Anies kok,2024-01-07T16:28:46Z,5,
@vavadimasprasetya2375,Ngimpi lu ketinggian,2024-01-07T16:28:51Z,1,
@ernilutifahanugrah6626,​@@robymaulana5266 gw palembang dan gw ngk milih anies😂😂,2024-01-07T16:31:18Z,0,
@robymaulana5266,"@@ernilutifahanugrah6626 jakarta 70% Anies wkwk, orang jakarta kan rata2 pendidikan tinggi",2024-01-07T16:36:19Z,2,
@robymaulana5266,@@ernilutifahanugrah6626 yaa lu orang palembang yang 20% nya berarti,2024-01-07T16:37:02Z,3,
@Zulkarnain-ke9lz,"prabowo kebanyakan kata-kata saudara-saudara sekalian. gw setuju poin yg pa anies bilang. benlanja senjata bekas, tapi tentara kita sengsara. Tanah prabowo dimana-mana bener juga perusahaan jg bnyk. kalo kata bu conie itu pake perusahaan fiktif pula belanja alustista. ada apa? trs prabowo bilang ada ambisi menggebu2. lah bukannya dia yg ambisi dg kekuasaan berkali-kali nyalon gagal.😂 payah..",2024-01-07T17:27:00Z,2,
@Juno-nw9cw,Berapa bayaran buzzer pak?,2024-01-07T17:29:25Z,0,
@robymaulana5266,@@Juno-nw9cw bayarannya cukup dengan wawasan dan hati yang bersih untuk mengawal suara anies baswedan.,2024-01-07T17:32:33Z,1,
@robymaulana5266,"@@Juno-nw9cw anies gak punya uang, pendukungnya rata2 tulus tanpa iming2 uang",2024-01-07T17:33:04Z,2,
@ms_c_15,"ogah ah gw pilih belimbing sayur, ntar doi jadi presiden ancooorrr negara kita",2024-01-07T17:43:39Z,1,
@ilhampratama4969,Lah gue Palembang gue pilih no 2,2024-01-08T05:26:06Z,0,
@liverpoolsejati7695,"Anies Baswedan tetap unggul jauh gagasan terukur jelas, lugas & logis masuk akal mudah dipahami sangat menguasai panggung argumentasi sesuai data tak seperti Wowo narasi tak sesuai fakta tak berani menunjukkan data semakin kelimpungan mati kutu tak berkutik!!",2024-01-07T16:04:58Z,9,27
@alipanugrah6864,Tapi aksi 0 😅😅😅 rekam jejak buktinya,2024-01-07T16:17:34Z,4,
@vickyarstyan6540,jembuttt,2024-01-07T16:18:21Z,0,
@faridfajrul9600,​@@alipanugrah6864yg dimaksud kerjanya 0 itu Wowo kan wkskw.. Jangan suka jujurlaa😂😂,2024-01-07T16:22:01Z,3,
@deedeedamdam,lambe tok,2024-01-07T16:23:49Z,0,
@FinaKarisma,"Tak berani menunjukkan fakta dan data karena itu pertanyaan mengenai pertahanan indo oy😂 dia yg paling tau saat ini pertahanan indo seperti apa. Dan itu rahasia negara. Dannnnn dengan “pintar”nya ditanya rahasia itu demi pembahasan debat pemilu. Dunia lagi gabaik2 aja, palestina israel, rusia ukraina, rohingya, ditengah2 itu semua, ente nyuruh pak prab buka data? Waras ora? Dia bukan gabisa, dia gamau karena masih waras😂",2024-01-07T16:24:59Z,3,
@robymaulana5266,@@alipanugrah6864aksi 0 itu menurut anda yang males baca dan gak sekolah,2024-01-07T16:28:07Z,2,
@nurullwakidah4363,@@FinaKarisma setuju,2024-01-07T16:41:36Z,0,
@MazhabSyafii,"Dengar nis kata prabowo, kalo mau ngomong ke orang barat ya harus jadi contoh dulu. 
Masa mau jadi negara panutan bawa kata"" Doang ke negara orang. Nis nis..",2024-01-07T16:56:36Z,1,
@robymaulana5266,"@@MazhabSyafii Minimal masih muda, sehat, kuat lari dan bisa diskusi akademis dengan mahasiswa UI UGM",2024-01-07T16:59:41Z,1,
@robymaulana5266,"@@MazhabSyafii apa jadinya kalo anak baru kemarin jadi wapres wkwk.. toh kalo presidennya anies, mentri pertahanan tetepnprabowo, menkopolhukam tetep mahfud",2024-01-07T17:01:10Z,1,
@robymaulana5266,"@@MazhabSyafii apa jadinya kalo anak baru kemarin jadi wapres wkwk.. toh kalo presidennya anies, mentri pertahanan tetepnprabowo, menkopolhukam tetep mahfud",2024-01-07T17:01:19Z,1,
@nabilmakarim1410,"@@alipanugrah6864anda mungkin tidak tinggal di jakarta ya, karna orang” yg tinggal di jakarta melihat banyak perubahan semenjak Pk Anies menjadi gubernur..
Btw soal rekam jejak antara 2, entah kau sudah kena BRAINWASHED atau tidak melihat rekam jejak ny mereka, karna sudah jelas no.2 & no.3 kacau semuah 😂😅🤦🏻‍♂️..
Semoga aja Pk Anies menjadi PRESIDEN.. AMIN 01 🩵",2024-01-07T17:02:54Z,2,
@alipanugrah6864,"@@nabilmakarim1410 lah jakarta itu ibu kota bung dan sekarang informasi menyebar dengan cepat .. jika sehebat yang anda katakan kenapa tidak sampai ke kota lain ？ Justru kalau dia bukan apa"" tapi rekam jejak nya di kenal sampai ke plosok"" terlihat lebih bisa eksekusi gak sih bos ... coba jelaskan eksekusi apa yang dilaksanakan anis yang tiak ada di media kenapa cuman kegagalan program apakah emang semua gagal atau anda akan bilang media adalah bazzer 😀😀😀😅",2024-01-07T17:11:42Z,0,
@alipanugrah6864,@@robymaulana5266 😅😅🤣🤣 jangan melawak bung selalu mengatakan rekam jejak tapi rekam jejak nya gak ada yang bener semua ...,2024-01-07T17:14:42Z,0,
@alipanugrah6864,"@@faridfajrul9600 bisa di lihat di media bang mana yang kerjanya bagus dan mana yang omongan nya bagus 🤓🤓 apa jangan"" abang juga akan bilang media semua di beli",2024-01-07T17:15:54Z,0,
@MazhabSyafii,"@@robymaulana5266 apa masalahnya anak muda yg penting berkompeten, anak muda itu paling mengerti permasalahan dunia digital zaman sekarang.",2024-01-07T17:16:51Z,0,
@robymaulana5266,@@alipanugrah6864 ganti KTP jakarta dulu. Orang2 jakarta 70% dukung anies,2024-01-07T17:17:20Z,2,
@robymaulana5266,"@@alipanugrah6864 orang kalo kuliah sarjana, magister dan orang2 terpelajar pasti pilihnya Anies.",2024-01-07T17:18:08Z,1,
@MazhabSyafii,"@@robymaulana5266 ya silahkan diskusi dgn mahasiswa ga ada yg larang, 
Kalo parobowo dan gibran lebih langsung mendatangi masyarakatnya. Itu cuma cara kampanye masing"" Paslon",2024-01-07T17:18:27Z,0,
@nabilmakarim1410,"@@alipanugrah6864masing” kota ada gubernur ny bung, susah klo kita mau bergerak tapi dibataskan.. maka itu musti kita baca history ny bos, semuah ini sesuai data bukan hanya omon” 😅..",2024-01-07T17:19:32Z,2,
@robymaulana5266,@@MazhabSyafii Anak muda gak punya pengalaman. Apalagi masuknya pakai cara yang tidak etis. Mengubah konstitusi secara sepihak!,2024-01-07T17:19:37Z,1,
@robymaulana5266,@@MazhabSyafii dunia digital? kalo mau adu kemampuan digital kenapa gak ahli IT di Universitas Indonesia yang jadi presiden? Banyak orang2 jenius di sana,2024-01-07T17:20:54Z,1,
@dmlovecity,0 NOL,2024-01-07T17:57:38Z,0,
@MazhabSyafii,"​@@robymaulana5266ngerubah apanya, memang aturannya yg longgar. UUD nya lemah . 
Pamannya kena kode etik tidak berdasar, yg menggugat itu kan mahasiswa",2024-01-07T17:59:34Z,0,
@MazhabSyafii,"​@@robymaulana5266minimal anak muda ngerti, sehingga tidak salah dlm mngambil sebuah keputusan.",2024-01-07T18:02:26Z,0,
@robymaulana5266,"@@MazhabSyafii baru tau gue gibran lawannya orang2 besar seperti mahfud, anies, muhaimin iskandar. Harus dikawal bener2 ini supaya yang jadi presiden dan wakilnya itu orang yang punya sepak terbang baik. Akademisi di kampus2 besar mayoritas dukung Anies. Berdasarkan survey di tiap2 universitas.",2024-01-07T18:05:09Z,1,
@MazhabSyafii,"@@robymaulana5266 ya itu kan pendapat mu, 
Silahkan buktikan nanti tanggal 14 februari",2024-01-07T19:18:55Z,0,
@mohammadziaulhaq8242,Love anis❤,2024-01-07T15:52:21Z,4,0
@TheBockWola,"Pak Anies pak Amin bajunya kyk penyanyi duo Il Divo (bukan kwartet), penyanyk luar negeri America...",2024-01-07T15:51:32Z,1,0
@TORIZID,Pembohong Rumah DP 0%,2024-01-07T15:51:05Z,13,4
@justcallmewo,Apa ny yg bohong? 😂,2024-01-07T15:52:45Z,2,
@user-re2ch5dm1n,​@@justcallmewoApanya yg bnr ???,2024-01-07T15:58:51Z,3,
@wongkito3864,​@@justcallmewo kamu sudah tau tapi sok tidak tau... 😂😂😂itulah ciri khas pendukungnya angin kriting😂😂,2024-01-07T16:20:40Z,1,
@chichaoctavianty7005,@TORIZID BUZZER RECEH 2,2024-01-07T18:31:19Z,0,
@zakichan74,"Jawaban PRABOWO jelas sesuai pngalaman Beliau slama mnjabat Menhan✌️. Prtanyaan paslon3 dijwb tgas, Justru anggaran MEF Pak PRABOWO sudah Tpat, tdk bikin jbol APBN! Pilgub paslon1 tdk etis jualan ayat

“Si Vis Pacem, Para Bellum”, “If You Want Peace, Prepare For War"" (jika ingin damai bersiaplah utk brperang).✌️🎉Margaret Thatcher quote ""Alusista yg hebat, Alusista yg tidak digunakan utk berperang""!

Sedia Payung sblum hujan Lebih tepatnya analogy pentingnya prtahanan Alusista, SDM & pangan yg kuat dlm hubungan internasional: Prtahanan kuat, diplomasi tentu juga kuat. Mantap pilih Prabowo-Gibran✌️

Ukraine tidak siap Di agresi oleh Russia yg menang teknology Alusistanya; Armenia Kalah prang singkat dg ttangga nya Azarbaijan yg Lbih siap dg Alusistanya yg modern punya drone Turkey! Mantap pilih✌️

Jawaban PRABOWO jelas sesuai pngalaman Beliau slama mnjabat Menhan✌️. Prtanyaan paslon1 soal etik tdk nyambung dg tema dbat mlm ini🤦! Justru A- tdk etis mnghalangi hak Anak muda utk mnjd pmimpin 🇮🇩",2024-01-07T15:47:51Z,21,4
@darbawibawi8377,bayi jg jdi pemimpin...asal ayah presiden kanoha....,2024-01-07T16:18:39Z,1,
@nurullwakidah4363,ttep 02,2024-01-07T16:39:45Z,1,
@dashkiwing9339,"jagoan lu no 2 levelnya rendah jadi kasih pertanyaan etika aja udah cukup, kalau etika sudah pantas baru dikasih pertanyaannya lanjutan",2024-01-07T17:03:06Z,1,
@Zulkarnain-ke9lz,"prabowo kebanyakan kata-kata saudara-saudara sekalian. gw setuju poin yg pa anies bilang. benlanja senjata bekas, tapi tentara kita sengsara. Tanah prabowo dimana-mana bener juga perusahaan jg bnyk. kalo kata bu conie itu pake perusahaan fiktif pula belanja alustista. ada apa? trs prabowo bilang ada ambisi menggebu2. lah bukannya dia yg ambisi dg kekuasaan berkali-kali nyalon gagal.😂 payah..",2024-01-07T17:26:09Z,2,
