author,text
@kictune1750,"Anies ini parah, diminta sampaikan visi misi ttp dimanfaatkan serang lawan dan parahnya nyerang pribadi, apa hubungannya visi-misi dengan tanah pribadi orang? Sangat tidak pantas jadi pemimpin. Kelihatan kalau Anies menghalalkan segala cara buat menang.
Anes pandai mengolah kata2 tetepi gak paham bahasa Indonesia, Menyampaikan visi-misi saja gak paham, diminta menyampaikan visi misi bukan menyanggah atau menyerang lawan, ngaco Anies ini. Kalau masuk sesi bertanya atau menyanggah baru benar. Segmen pertama 0 besar buat Anies."
@user-gi1qc3kd9h,Bismillah.. tetap nomor 2 pak prabowo.
@Desi.pw412,"Pak Ganjar sehat selalu, semangat terus pak♥️♥️♥️"
@ochaswift,Pak anis kok kaya orang licik ya 😭
@Sweethonesty30,"Utang sampe 50% ????? Ogaaaahhhj...skrng aja 40% dari GDP, setiap bayi yg baru lahir diwarisi hutang 50juta 😂 dan sri mulyani sudah teriak kita defisit😅 Pak Prabowo joget gemoy aja deh hibur rakyat, jangan urus negara, bahaya tah"
@erinkyckers3002,Yakin insya allah anis
@harisfadillah1234,Amin aja dulu
@mochfandiagus2456,Anies dari tadi jawabannya tidak masuk akal😂
@bennyallen203,Walaupun di Serang Prabowo tetap santai... All in PRABOWO 1 PUTARAN
@achmadsupandi5881,Insya Allah sy pilih Pa ANIS aja y.  perbedaan adalah rahmat Allah . Amin
@nimazzadalbahiy3700,"Bismillah.
Pilih YANG TIDAK OMDO.
Tapi yang sudah terbukti sukses mensejahterakan warga DKI saat jadi gubernur.

Pilih yang punya gagasan baru. bukan pencitraan yang tanpa gagasan.
Yang hanya sekedar akan melanjutkan kekuasaan.

Pilih yang yang sudah terbukti MEMBELA RAKYAT saat jadi gubernur DKI.
Tolak yang sudah terbukti membela penguasa saat ini.

Tolak capres yang menghinakan rakyat dengan cara membeli suara rakyat dengan membagi bagi uang dan makanan.

Pilih capres yang cerdas, amanah, santun, berwibawa, dan sabar.
Tolak capres yang banyak OMDO dan banyak bermasalah.

Semoga kita dapat memilih dengan hati yang jernih. 
AMIN."
@alexcriville574,"ingat , banjir hanyaa di hari sabtu dan minggu (weekend saja) sebut kata bapak anis baswedan"
@Sweethonesty30,"Jawaban Pak Anies terkonsep, berdasar, dan solusi. Pak Ganjar juga bagus tapi kurang tajam, Pak Prabowo jawabannya kurang subtantif. Pemenangnya Anies Baswedan, krn beliau sudah byk mengantongi unek unek rakyat dalam dialog desak Anies jadi mudah dlm debat capres ini, krn tinggal memaparkan rangkuman semua isi desak anies lalu tambah solusi dan pengalamannya sbg pemimpin DKI yg merupakan miniatur Indonesia ❤❤❤🎉"
@VoBTv_,Semoga negri ini tida di pimpin sama orang yang pintar ngomong dan kerjaY nol
@indra_jancok2,All inn pak ganjar
@tarbiyyahdantalim8671,Kasihan orang tua dikeroyok oleh yang lebih muda...😅
@bukahati836,"Ngeri BOWO cepat marah. Pemarah itu sulit untuk kompromi. Pemimpin itu hrs bisa comprom, bukan💥😡"
@Sweethonesty30,"DKI kangen punya Gubernur kaya Pak Anies, semoga setelah Pak Anies jadi presiden, Bapak bisa membantu menyiapkan para kepala daerah dengan standar spt Bapak saat menjadi Gubernur, santun dan peduli kepada kebutuhan warga serta solutif❤ *nangis terharu ingat kebaikan Bapak Anies kepada kami warga DKI"
@bukahati836,"Jelas Pak Ganjar Pemenangnya…👍
Simpel, pilih nr 3!!!❤"
@rosminaharap5335,Sevetulnya percuma kita mengadakan pemilihan umum yg menghabiskan uang negara teriliunan kalau kita memilih koroni koroni Jokowi dan Mega.
@mayaslebwe-dt9wo,"Kereeenn...ini baru debat...
Berani tanpa tekanan...memberikan Informasi buat Rakyat yang sebenarnya...
Demi Negara...
Alhamdulillah abah Anies terimakasih"
@rosminaharap5335,"Buka matamu rakyat Indonesia, Perabowo Koroni Jokowi dan Jokowi koroni Megawati kalau kita pilih perabowo dan Ganjar berarti sama dengan kita memilih Jokowi kembali.yg meminta maaf dengan pki dan pemerintah terkorup."
@muhamadardiansah1692,yg dapat kayu siapa ges?wkwkw
@user-gz7mt4vx5d,Hebat pak anis
@claricewoods3832,"Whatever anies said, i just can’t trust him. Kerjanya omon .. omon .. aja hahahah"
@rosminaharap5335,"Hanya Anis Baswedan yg layak jadi peresiden kita.kalau ygdua lainnya, tidak pantas kerna.telah bersahabat dengan.pki.kedua Perabowo adalah koroni Jokowi yg ter Korup."
@alexcriville574,"pandai ngomong , tapi tidak pandai membuktikan , nama jalan sudah benar malaah di ubah menjadi nama jalan yang aneh , mantap pak anis!!!! good job"
@rosminaharap5335,"Hai rakyat Indonesia buka matamu dan hatimu Perabowo, Ganjar adalah koroni Jokowi dan Megawati dan PDI adalah partai tempat berlabuhnya orang non muslim kalau anda memilih yg dua ini berarti sama dengan mendukung koroni Jokowi dan mega.yg jelas jelas meminta maaf dengan PKI pemerintah ter korup."
@hambaAllah-qk7fl,Lihat debat cawapres semlm seru....semakin mantap pilih Pak Anies...❤
@Joeblack-qy8ub,SI GEMOY BABAK BELUR DIHAJAR ANIES & GANJAR 🤣🤣🤣
@Joeblack-qy8ub,Mana Gemoy??? Kok gak joget2 😂. Si Gemoy sedang menampakan sifat aslinya 😂😂😂
@josephhidayat4722,pak prabowo kenapa matanya sebelah kelilipan muluk ya
@user-ne5nd7nr9j,"Nggak usah bimbang  , nggak usah ragu  ,  Presiden 2024 adalah Paslon  no satu  ."
@SRCenter13,Prabowo Mentiri pertahanan namun tidak menguasai panggung😂😂😂😂😂
@rosminaharap5335,Buka hati sanubarimu yg paling dalam akal pikiran yg sehat untuk menentukan pilihan anda memang tiga calon ini muslim tapiyg Istiqomah dalam melaksanakan perintah Allah hanya Amin.
@nataliavinaconcetta7968,"Kelar debat gk mau jabat tangan.. 🤣🤣🤣.
Ada yg ngambek.
Masa jd capres ngambekan kek gitu."
@pejuangmimpi91,"Pilih Presiden yang umumnya aja
Kaya SBY dulu
Anies adalah cerminan SBY
Mengurangi polemik
Atau tidak ada kecurangan
MK aja curang kaya apa nanti kedepannya"
@rosminaharap5335,Wahai rakyat Indonesia yang mayoritas muslim dukung lah orang orang muslim yang bertakwa diantara tiga calon ini ada dua yang tidak bertaqwa.
@SRCenter13,Perasaan amplopnya dri awwal C saja😂
@kullechanel,Amin
@IlyasHani-fq6gr,"Pak Anis sangat rasional, sedangkan prabowo tidak tau arah pertanyaannya kemana, macam orang pusing gak sih😅"
@achmadbagusebey8569,"Yg lain kok takut d tanyak wartawan buru buru amat, cuma anis yg banyak d tanyak wartawan"
@ThomuanPohan-hn9wz,01 AMIIN yes
@tutorialsablondigital,"Ganjar Berkualitas dan Wapres nya juga bukan kaleng kaleng..
Di Banding Capres Lainnya cuma ganjar yg punya wapres berkualitas juga..
Ini lah yg di sebut pasangan..
Keduanya harus sama sama berkualitas agar seimbang..
Yakin kalau pasangan ini menang indonesia akan lebih baik terlebih di bidang pemberantasan korupsi yg selama ini jd masalah terbesar untuk indonesia.."
@selvihandayani6408,Aamiin❤
@suyanah7854,Anies unggul
@mukhotibofficial2617,1 amin
@dinaulia1971,Gak jadi pilih anies
@wulankangen3606,"Pak ganjar ter the best sih, bisa diliat cara dia berkomunikasi sama masyarakat, tegas, ramah sama lingkungan, makin dukung pak ganjar debat kali ini menunjukkan jawabannya seorang pemimpin, bisa merangkul semua agama suku dan ras, gak boleh mengasingkan salah satu karena alasan memiliki agama pribadi, namanya juga indonesia adalah bhineka tunggal ika, capres kali ini jawabannya paling terbaik sih
Semoga pilihanku mampu menjaga kesatuan di indonesia
Paling utama yg paling terharus di tegaskan
Jangan membanding2 kan agama
Indonesia kalau udah soal agama hmmmm bisa ribet
Namanya aja INDONESIA BHINEKA TUNGGAL IKA, harus saling bersaudara seluruhnya tanpa membandingkan"
@jongozh6456,Lanjutkan pak jokowi..✌️
@mohammadlutfie593,"Mengapa harus ada supporter ?? Rakyat ingin tonton ide gagasan yg dimiliki oleh para Capres bukan sorak soraiii dr suporter.
Belajarlah dr kebodohan yg terjadi sblmnya."
@marlinamarpaung3127,"Ttup kuping ae pak prabowo,,,lma2 Anis ini debat di luar nalar,,,buknnya kt debat unt bersatu tpi ini malah ingin mmecahkn wrga dn calon pemimpin,,,,"
@user-wo5ok2sp4g,"Pak Anis jadi Mentri di berhentikan. Jadi gubernur DKI, Jakarta hancur masalah TDK selesai2. Jadi presiden yaaaa sudah bisa di prediksi 😂😂😂😂"
@dikapratama7304,"meskipun agak kecewa karna tema debat ini tentang pertahanan keamanan dll sy pikir p prabowo akan menguasai panggung.. mungkin karna slalu di desak/disudutkan sm capres 1 jdi beliau sedikit emosi.. saya pilih beliau karna menurut sy beliau yang paling tulus, hanya untuk memajukan & mensejahterakan rakyat. beliau sudah tua mau mengejar apa lagi? tidak ada, beliau hanya ingin mengabdi kepada negara"
@balanipaprivate,"Semoga bangsa ini, dijauhkan dari pemimpin yg EMOSIONAL,"
@fitrahramdani366,"Obyektif : Smart, Lugas, Tuntas. Pemimpin berkarakter dan ideal untuk masa depan Indonesia menjadi lebih baik. Terbaik no 1 AMIN."
@user-xp2uc3jz3u,Anies Menang 😂❤
@renoprabu5817,"Tenang tetap no 2,"
@recht6982,BANYAK YG RISIH GASIHH PENONTONNYA KY SIPANSEE BERISIKKKKKK!!!!
@romahez,"Pak Prabowo beli Mirage 2005 sebagai solusi sementara dikarenakan banyaknya pesawat F-16 yang usang, ingat SEMENTARA, selagi menunggu datangnya Rafale + belajar pesawat baru Rafale selama 3 tahun, Mirage 2005 itu solusi untuk mengisi waktu yang kosong selama periode tersebut."
@lukmanasurya4950,Siapapun presidennya makan bekerja nyari sendiri
@nirwanjerryson580,ANIES BASWEDAN PAHAM MAKRO DAN MIKRO GAMEPLAY DEBAT 👍🏻
@alifakhriansyahibrahim1620,"Kedua host terlalu banyak bicara HARAP TENANG padahal di TV dan streaming tidak ada kebisingan. Seharusnya ada petugas khusus untuk mengendalikan audience di lokasi, supaya host fokus saja mengawal acara."
@user-ly8ti6nj6m,Anies is the best
@andinurtjahjo5475,AMIN❤❤❤
@arfasakha7478,Pak Prabowo ... 1 keluargaku pilih Anda❤❤
@wildanbelfiore2664,"Seandainya rangga sasana ikut debat, pasti kalah mereka ber 3 😂"
@haikalhady7224,ngomong etik sendirinya ga punya etika
@nanangsubianto6233,Emosian jg pilih
@dphilman2982,kasihan wowo...menuduh org ambisius menggebu2 menjadi presiden. banyak2 bercermin pak...coba hitung brp kali bpk gagal capres
@sitirochana7639,Allah Ta'ala Dzat Yang Maha Tahu ..... Siapa Cawapres munafik dan yg bersungguh sungguh cinta  Islam & cinta NKRI
@iroesmcqueen7091,Di mulai di menit ini yagesyaa 3:27:12
@arfasakha7478,PRABOWO PRESIDEN 2024 2029 .. BISMILLAH❤❤❤
@andibriansyah6175,nomor 2 rela berhikanat dan nomor 1 suka dogeng
@ZullCell-gb3uv,Ganjar Mahfud terbaik
@Ardiansyah-zx1lm,"gmana anis mau jadi presiden sama cak imin aja menyimpang visi misinya 😂 cak imin gak butuh alutsista sdgkan anis butuh alutsisa jadi kalian bisa menilailah pasangan mana, cak imin blm pantas naik jadi wakil presiden, mending belajar dlu, kalo paslon 02 sama 03 udh pas. tinggal kalian aja yg menilai partai2 di blakangnya siapa2 aja karna kerja presiden nanti tergantung ketua partainya, kalo ketumnya blg A ya A kalo B ya B, beda dgn prabowo karna beliau lah ketua partainya sndiri dan pengalaman kerja di pemerintahan sudah 4 tahun lebih bersama pak jokowi, jadi sudah bner2 paham"
@nanangharisutrisno1699,Tetap Amin mantap
@Prayoga-ho6ln,Mempertahankan barang BEKAS 😅😂🤣🥲
@maulinnilnalmuna8777,"Bismillah,Ttp Pak Ganjar Mahfudz,tidak usah mikir bantengnya,yg dipilih orang "" nya."
@sobokali37,Dukungan tetap untuk bapa parbowo ..memang manusia itu pak tidak semua pandai berbicara..saya tetap dukung bapak karna perjuangan bapak sudah jelas mengabdi untuk bangsa selama ini pak ..semoga bapaklah yang diberi nobat kepemimpinan nnti pak amiin🤲tidak papa kalah berbicara tapi saya tau hati bapak bersih untuk mensejahterakan rakyat
@user-mv3fh9ed7g,"semua orang bilang pak prabowo di kroyoklah, di sudut, 2 lawan satu lah, sebenernya bukan itu permaslahannya, tpi itu emang temanya lol, bidangnya saja ga bisa jawab, apalgi belum bidang , asli parah pak prabowo, apalgi di tanya di kancah internasional apakah harus jawabnya , nanti di kasi tau di forum lain ? mikir dikitlah, bilang jaj ga bisa jawab ato minim pengetahuan"
@satriatv9367,😀😀😀 babak belur Prabowo di serang Anies
@indrafazar2131,bodo amat gak pinter ngomong semua gua telusuri kinerjanya gua telusuri fitnahnya gua telusuri faktanya gua telusuri kasusnya gua simpen pilihan gua debat menyudutkan menambah fitnah di dalamnya gua tau yang penting pilih pemimpin yang menurut elu baik buat bangsa gak usah fitnah tanpa fakta liat kinerjanya liat beraninya liat protes hasil kerjanya buat masyarakat stop dzolim pilib sesuai hati
@rijanpurnomojaya6478,"AMIN is number one, yang lain nanti aja."
@lisafaradibah1432,AMIN ☝🏻🧡💐
@user-pg8dj4qx3z,"Iya debat emang musti omong, tapi anies ya sekedar omong, kerja nol besar, cuma teori"
@sobokali37,"Untuk semua jangan salah pilih calon pemimpin bangsa tetap prabowo subianto jangn sampai pilih tukang ghibah ataupun tukang jual kata""😂😂😂"
@user-pg8dj4qx3z,"Debat versi nyinyir, ayo dong bikin yg lebih proper. Inimah cuma liat orang cari cari kesalahan dan berdebat kayak emak emak"
@sobokali37,"Dengan kesimpulan ganjar itu sama halnya tukang ghibah😂😂😂😂kelihatan betul menyerangnya sedangkan anis pandai berkata"" aja😅😅😅"
@hilmiah2977,Anies fokus bgt fokus cari kesalah prabowo wkwk
@gemby7069,"ILING UMUR MBAHHH.....
PIKIRAN LAN FISIK ORA NUTUT... ISINE MUNG NESU²  BAHAYA BUAT NEGARA....
SADAR DIRI MBAH....
WAYAE URIP TENANG MBAH....
KECUALI SAMPEAN MERASA BELUM CUKUP MERAIH DUNIAWI...😊."
@aderahmawati2657,Ih demi Allah ya sakit tu org
@IndahLestari-yw1zd,1 sma 3 pande ngomong doang😂
@desyanifa1281,Jakarta selesaikan dulu pak anis
@andiwahyudi299,Anies untuk Indonesia
@watercellwarkir9732,AMIN adalah yg terbaik di etalase no 01
@agusjaha8413,Anisssss mantapp
@user-hr7qz6yd1r,"Saling menjatuhkan 
Begitulah gambaran no 1 dan 3
Dari awal sampek akhir menyerang kinerja prabowo...."
@user-oi8zu3wz1n,Ngeliat pak ganjar gaya pidatonya mirip pak jokowi
@KhoirurRosyid,Pak anis kenak sentil soal etik 😂😂😂 ama pak bowo langsong kenak mental pas.🤦🤦
@IndahLestari-yw1zd,mas anis mas anis takut bgt kayaknya prabowo menang 😂
@muhadiassaf4721,"SEBELUM DEBAD CAPRES BAHAN NYA SDH ADA YG CACAD 🎤
DEBAD CAPRES PERCUMAH
TETAP KORUP TETAP RAKJAT MLARAT. 🎤
LEBIH BAGUS CERDAS CERMAT  DARI PADA LIHAT DEBAD CAPRES🎤
INDONESIA SEUMUR DEBAD HABITS ITU KIAMAT KEMBALI KE JALAN SESAT.... KECUALI YG SATu  ITU🎤🎤🎤"
@marlinamarpaung3127,"Kenapa si Anis baswedan sllu mnyindir ga bsa yg Texas sprti Paslon lainnya,,,anda sndiri punya utang ga bsa ke bayar,,gimna mau merangkul kt dan mau mmbayar utang2 negara😂😂😂😂lucu yakin pak Anis baswedan yg terhormat"
@user-tw8ij5nz6n,Ingt y sodara ku  jgn smpai kmakan omongan gjnr dan anis Prabowo lh tjuan kita buka mata klian guys
@feryperot1000,Bukanya pertahana itu rahasia ya
@boysscatter153,"Saya sebagai warga negara Indonesia yg jujur dan cerdas , pasti sudah pasti pilih 02 ."
@noob_drums,"Saya kok agak setuju dgn mas ganjar ya,... Iyah lah orang satu kolam 😊😅"
@andirahmah2429,"RKA/KL itu rencana anggaran, pada perjalanannya refocussing dilakukan di tengah jalan 😊. Pengamat memang gak bisa tahu pasti permasalahan riil. Analoginya sama dgn komentator sepak bola, gayanya lebih pinter daripada pelatih dan pemain di lapangan"
@HerLena-nd1pu,"Pak anies dn ganjar cuma pinter ngomong doang tpi kenyataan ga ada 
Beda dgn prabowo sangat mencintai indonesia ,dia ingin indonesia kuat,maju,berkembang ekonominya...dia ingin meningkatkn pertahanan indonesia ....."
@ratnajuwita1640,Saya mah pilih Pak Anies Baswedan...
@yoanfaridramadhan9401,Sudah diberikan simulasi kecil dikelas menteri namun tidak menghasilkan hal yang menjanjikan lalu bagaimana jika membawahi sebagai pemimpin utama😅
@user-tw8ij5nz6n,Jgn tanyakan pertahanan indonesia tp tanyakan gmn hasil krja kmu ganjar gmn nis kok bisa di pecat jadi menteri pendidikan  klo prabowo liat pemerintah kita gmna di pegang prabowo aman kan oh lupa sy yaudah prabowo bakal pindah jd mentri keamana mnjadi presiden  nah kmua ajh nis nis dan ganjar jadi mentri pertahanan 😅😅😅😅
@andirahmah2429,"Debat capres, bukan calon menhan."
@TheMulyantoro,saya takut paktua struk.. dikeroyok..
@yogaizman1816,Keliatan yg cmn bnyk bicara tapi faktanya nol😂
@ahmadzailani9604,Yg sangat berkualitas Dalam xebathy pa ganjar  ini   yes ganjar RI 1
@agungbagagarsyah232,Jadi teringat statement dr pengacara Alvin Lim di podcast Dr. Richard bahwa hasil pemilu besok sudah di set up siapa yg bakal menang 🤭
@andirahmah2429,"Beli alutsista baru, prosesnya sampai bisa digunakan memakan waktu 10 tahun. Kalau menhan pesan yg baru, operasional alutsista yg harus segera diganti akan terhambat."
@KhoirurRosyid,"Saya amati omongan Pak probowo sangat2 bangga sekali menjadi wni dan dia bangga kepda rakyat indonesia,"
@user-fl4bt1op6p,Tetep plabowo cubianto❤
@missqueen4482,Prabowo gibran dong❤❤
@sobar4210,2024 bpk prabowo❤❤❤❤
@muhaimin7446,"Mvp ganjar prabowo
Anies nyenggol terus"
@maskentungkentung8348,Saya tetap pilih pak Prabowo.
@fikrichan7376,"Anies tau apasi tentang pertahanan? Di pikir indent alutsista 1 hari 2 hari. Beli bekas juga cari kualitas yang terbaik bukan asal beli, pak prabowo udah beli yang baru 30 indentnya ga sebentar. Dengan sementara beli yang bekas tapi kualitas terbaik, cuma bisa menyesatkan dengan kata' manis"
@KhoirurRosyid,Bener kamu pak gemoy kita perlu bukti bukan omongan manis ujungx pas gak ada apa2.
@muflihrz4074,temen saya Sekarang pendukung keras prabowo aja langsung batal dukung Prabowo gara-gara meremehkan Gaza😅
@Subagja98,Anis klo ngomong manis bgt
@wirarubandi4599,"02 stelah Konfrensi pers wartawan dan media tidak diperbolehkan bertanya, dmn kebebasan bernegara.. belum juga terpilih sudah menunjukkan kualitas"
@iwanharianto1020,udah di jelaskan calon pas2 sama pak prabowo terkait keuangan negara covid masih nomor 1 di kedepankan tentunya semua terhambat progres pak prabowo untuk mengerjaka proses. masa ngak ada jawaban dari pak ganjar.  saya menyimak ada di jawabnya pak prabowo.calo no 2. pak prabowo sukses jorrr hajarrr pak prabowo we love you
@smartchanel352,01
@rahiltayuik8953,"ADA 3 HAL ORANG YANG TIDAK BISA 
DI TOLONG
1.  PENJUDI
2. PENDUKUNG ANIS
3.  PENDUKUNG GANJAR"
@mfikri.70,3:23:30
@user-cx2ok9yd9m,"E 5:03:16 Smoga anies presiden berikutnya,, no 02 smoga emosi nya ditahan"
@meiwulandari118,"Siapapun pemimpinnya d 2024 musti dpt berSINERGIS dgn yg d bawahnya utk kemaslahatan &/ kemajuan NKRI. 


Demi PilPres 14 Februari 2024 kembali kepada NURANI UNTUK MEMBANGUN INDONESIA LEBIH MAJU DAN SEJAHTERA SESUAI YG TERTUANG PANCASILA & UUD 45.

Semoga PilPres 2024 Kondusif, jujur, stabil aman sejahtera.
Paslon no 01 baik
Paslon no 02 lebih baik
Paslon no 03 yg terbaik

Semoga kedepan menemukan PEMIMPIN PEMIMPIN YG AMANAH."
@Babymonkeyponpon29,"Wes to, wong  nak duwe utek mesti iso nentukke pilihane😁"
@kiputking,"Anies dan Ganjar memang pandai ngomong, tpi PRABOWO PANDAI MENJAGA PERTAHANAN INDONESIA."
@yogikbdrg1088,Ini bukan debat tapi membuka kekurangan masing masing capres saling serang bukan debat...
@JustD-dw1nm,"Santai pak prabowo, 2024 all in 🤍"
@sflol4259,"Gaza Palestina memng lemah militer, tetapi tidak dengan lemah iman, segala sesuatu tidak ada yg akan bisa mengalahkan iman"
@gopekstory3696,"Ora onok hukum mati, perkosaan, pembunuhan, korupsi, pencabulan, begal z meraja lela cah 🤣🤣🤣
Faktor penting iku,
Ke 2 hpus dpr ra guna sayang duek"" e mbuak"" 🤣🤣🤣
Iku lagek perubahan,
Jgn lupa juga penemuan"" di indo hrus di dukung modal i, jgn malah di beli negara lain trus di jual ke indo 🤣🤣🤣

Yg lain umum sudah kewajibn pemerintah sprty kemiskinan, lpngan perkrjaan, mningktkn sdm sda itu udah umum, yg ngak umum kata"" di atas 🤣🤣🤣"
@andirahmah2429,"Menjaga kerahasiaan negara, memang sumpah jabatan. Pak Prabowo keren"
@user-si5ku8im2k,Ganjar blh lah..  Tp ttp pk bowo 🎉
@SeyChanel-yu6rh,"Bukan bnyak sepakat Pk praroro, Tpi Gk ada konsep kan😂😂😂😂"
@JustD-dw1nm,"5:26:41 nis anis, ini pertahanan negara kok mau di buka2 depan publik, ngakak bnget asli"
@toppannurmuhammad3742,"maap pak prabowo, bapak kok kayak gabisa banget dikritik ya"
@ranggaarp8010,"Prabowo Gibran Presiden & Wakil Presiden 2024, Aamiin🤲🏻😇"
@ItsUrBoss99.,BIG RESPECT!❤ For Mr. Prabowo Subiyanto Djojohadikusumo🫰🏼
@azharanan2489,Ambisi pribadi 😂. Yang fotonya ada terus disurat suara Pilpres  2009-2014-2019-2024 😊😅😂
@abdulazizalchatib9945,"Calon rakus, pikun, hutang negeri ini sudah lampau batas prawo, sudahlah wo, istirahat lah, soryy nie yeee"
@nandarardiansyah8863,"All in Prabowo,..no1 mah bisa mah nyerang terus pribadi orang😂"
@islamindah3595,"pak Prabowo selalu di hati, untuk debat selalu diserang oleh kedua capres, capek deh.
capres 1&3 selalu mencari kesalahan pak Prabowo mulu gak punya materi dan tidak fokus untuk indonesia.
semoga pak Prabowo diberi kesehatan oleh yang maha kuasa agar menuntun Indonesia menjadi Negara yang MAJU.
   dan
Hati-Hati, capres 1&3 punya banyak Buzzer (bekerja secara virtual melalui akun media sosial, menyuarakan sebuah kampanye atau promosi berskala besar, dengan menggunakan opini dan tagar yang sama) untuk mendoktrin para Pengguna media. Hati-Hati
   pilihlah sesuai keyakinan dalam hati untuk masa depan Kuat dan Maju."
@Lupa12-qe4ob,"Anis mau Rubah Indonesia ini.?
INDONESIA bakal hancur kalo di Rubah sama ANIS."
@ambonambun9341,"Ini mah 2 orang menilai pekerjaan musuh... Haha Akal sehatnya di pake... Pake nalar aja,,masak mau kasih nilai bagus untuk musuh??????  Apa jiwa pemimpin ingin mendapatkan poin dg cara sperti itu?????????"
@PutraRimba1966,"Memang benar apa kata orang bijak, bila melihat dan menilai ketulusan hati seorang pemimpin bukan dari manisnya ucapan kata2nya manisnya janji janjinya karna semuanya akan berakhir pahit tapi lihatla kinerja dan kerja nyatanya memihak dan membela rakyat kecil atau hanya janji. Jangan salah memilih saudaraku, yg manis kata2nya biasanya berakhir sangat pahi."
@user-gq3te7jb6b,"Maksudnya itu jgn dibuka di forum kek gitu
Ketahuan lubuk lemahnya pertahanan Indonesia, klo udah tau lubuk nya ancaman bakal masuk"
@abhiramarahardjo8382,Prabowo bonyok jd menhan kgk becua😂😂😂😂😂
@Jason_Riqi_Irawan07,Ko amplop yang tersisa di meja yang masih utuh gak ke buka segelnya hampir semua amplop yang hurufnya A sama B ya apakah pertanda bahwa Anies Baswedan yang bakal memimpin Republik Indonesia di tahun 2024 ini ? 🤔
@andirahmah2429,"Karakter asli, ditentukan dari bahasa tubuh dan diksi yg digunakan. Menyerang pribadi dgn fitnah, sejak awal sampai akhir, berupaya memancing emosi dengan segala cara, sungguh upaya mengalihkan substansi.
Pak Prabowo sabar, obyektif, mengakui pendapat lawan benar"
@laili4230,1
@ridwanfauzi2296,Amin aja dulu
@GunawanSaputra-og3dc,"Pilihan kami sekeluarga ngakk pernah salah,semoga tuhan mengizinkan no 3 menang.salam 3 jari.pak Ganjar Mahfud gasss alll inn,😊"
@ahmadjanuri7656,Prabowo hancur bgt...
@rianasalmah8403,"Ya Allah, kabulkan permohonan kami Ya Allah, jadikan pak Anies presiden RI 2024..."
@abdulazizalchatib9945,"Kontrol emosi wo, rakyat sudah sadar."
@Gede_Mustika,Gagasan nya ga ada yg penting joget dulu ya kan pasti menang tuh Indonesia suka yg joget2
@abdulazizalchatib9945,"Hilangkan kemiskinan, tapi bapak kuasai tanah negeri ini ribuan hektare. Sadar pak, kekayaan bapak tidak lama lagi akan di tinggalkan. Sory ni yea pak tua"
@user-cx2ok9yd9m,Smoga anies presiden berikutnya
@ToTo-wg6kg,"Sebenernya topik kali ini ladang buat paslon 02, tapi sayang, diakhir, paslon 02 malah dihajar babak belur, dengan membantah namun tak bisa ungkapkan data .."
@anafatulkiptiyah2339,Dulu saya sangat mendukung prabowo.. Kali ini sorry yeee sorryy yeeee.. M
@user-qr1de6fh4l,Amin mantap
@abdulazizalchatib9945,"Soryyy ni ye, pilih orang yg tidak punya malu, kegagalan jadi pemimpin rumah tangga jangan sampai menular untuk mimpin negeri ini"
@Panggilsajaselamet,"Tau apa Anis itu tentang Alusista!? Dari gagasan nya saja udah kelihatan di mengintimidasi masa jabatan Kemhan demi kepentingan politik. Kalo bicara Alusista saya sangat setuju dengan pak Prabowo. Pertama Yang di lihat emang usia pakai. Kemhan pasti memikirkan matang"" untuk pembelian alutsista itu, banyak yang harus di pertimbangkan. Beliau sudah bicara dia juga mengikuti jaman. Terus buat apa kalo kita beli Alusista baru kalo perbandingan nya jauh lebih bagus dari yang di beli sekrang?..
Beli Alusista baru ya di pikir"" matang"" juga emang.. emang yakin kualitas masa pakai kedepannya lebih bagus dari yang sudah lama di awak i? 

Kalo bicara bekas tidak nya itu menurut saya sangat tidak perlu di bicarakan di debat capres ini, karena tau apa mereka"" tentang Alusista di banding beliau yang berkecimpung di bidang militer, tidak ada yang di ragukan kalo masalah pertahanan. kalo masing"" Paslon memang untuk amunisi kepentingan politik ya Monggo"" aja. Cuma rakyat aja yang menilai mana yang berpikir sehat buat Indonesia kedepan, bukan menggebu agar mendapat perhatian rakyat atas gagasan yang menjatuhkan. Berpikir lebih sehat aja sih dengan hati yang bersih. Tetap solid dan rukun untuk kita dari rakyat bawah. Pilihan boleh beda yang penting solid untuk bangsa kita🇮🇩"
@BukanYoutuber.1903,"dari ketiga paslon terlihat yang menjawab sesuai pertanyaan, ada yang ngalor ngidul ngawur, ada yang kalem."
@teguhreni1179,Sumpah sadis bngt bpk anis baswedan..
@RoyArmando-me1wq,No 2 tidak cocok jadi pemimpin... Arogan dan tak punya etika...raja ilmu itu etika maka yg punya itu semua ialah Anis01
@jokohariyono4118,Amin
@ijorwe127,"Ya Rabb, berilah kpd negeriku ini pemimpin yg adil, amanah & cerdas. Serta yg taat pd agama & peraturan negaranya. Amiin"
@alfiyanhuda5077,Dimata sy yg netral. Debat ini yg murni menjawab pertanyaan adalah pak ganjar. Anis dan prabowo cuman fokus saling menjatuhkan. Bukan berarti sy pendukung ganjar.
@agusjemyrumainumagus6595,Anis janjinya kemanisan 😂
@sihabassahrowardi8351,InsyaAllah pk prabowo
@rustisihombing1920,Uda di ilat mereka rusak semua
@aisaharyashafa9285,Sumph tmbh gk suka sma no 1 dan 3  yg keliatan bngt mau menjatuhkn no 2🙏🏻
