author,text
@kikyandriana3758,"Emang bener ya kata orang tua liat kelakuanya bukan omonganya.
Respect jauh buat Anies yg menggebu2 dari awal menjatuhkan di pembukaan😅"
@patrasarwianto818,"Jawaban anis cuma mancing perpecahan bangsa Indonesia, terutama untuk no 2 & 3.

Dua di hati❤"
@zansabilhudaianggara1652,Amin aja dulu ☝️😁
@aenalyakincinta1222,Padahal dirinya Prabowo ambbisi probadinya.
@BandiNursiah,amin menang
@gahaniaokta3026,"Jiwa paling besar ya pak prabowo, walaupun di sudutkan oleh paslon lain..
PRABOWO GIBRAN UNTUK NKRI 👍✌"
@JNMusicOfficial2,"Prabowo hanya bisa bilang Anis Anis gitu saja ... Semua yg dipertanyakan entah apa yg di jawab 😂😂 yang ditanya lain yg dia jawab , makin dukung Ganjar aku"
@mohammadriztki4186,"*Sudah Jelas Paslon No.2  tak bisa dan tak punya Gagasan, Semua yang ada Emosi saja* 

*Jadi Debat kali Ini Anies dan Ganjar yang dominan*"
@Muhammad_Fadil,YANG CERDAS YANG BISA BERFIKIR YANG MENILAI
@aenalyakincinta1222,Siapa yg suka korupsi maka ia tertap bertahan.
@finarahmawati4955,"01 cuma pinter ngomong doank . Org pinter ngomong belum tentu pinter kerjanya. Coba lihat histori kerja dia.. g ad yg beres.. ( gua gk pernah termakan omongan, gua cuma liat kerja (cuuaks)"
@chandrapelangi,"Anis agak pintar cakap, cuma otak kotor nya kelihatan, prabowo lebih cari aman, ganjar aman2 aja, cuma kurang kharisma gara2 moncong putih, hanya saya mandang dari kukuatan dan menfambil keputusan lebih ke prabowo, dari pada keduanya, semoga aja tidak blunder ddan gegabah klw pun menang"
@ZainalArifin-wg9sr,Memberi tahukan kekayaan pejabat itu wajib supaya gak membeli ucing bulus dalam karung dan😂 ngasih tau masyarakat yg melek biar melek
@bennyald8208,"Mantap pak prabowo❤❤ 😊
Anis lagi ngelek itu td 😂 ngejwb ng ada bobot anjirr 😭🤣 bct iyaa😂😂"
@aenalyakincinta1222,Siapa yg jujur mala di di singkirkan dari pemerintahan negara.
@chandraputraoktav,Wowo bagai samsak gemoy diserang kanan kiri karna tiap jawaban KOSONKKKK 😂 !
@infodunia2467,Wan abud mun tentang debat jago na mun dina gawe nolll wkwkw
@muhammadkiflaini5230,Kasian liat muka pak wowo
@hendery5596,Ingt kata gus dur. Jgn plih cak imin
@nixxaxxu,"Kok tanah pribadi dibawa"" ke debat capres yahh?? Hmmmm"
@felixhadiyanto4373,"Bukankah Pesawat Tempur JIKA Beli yang Baru, Maka Perlu Antri Menunggu (Waiting List) 15 samapi 25 Tahun untuk Penyerahan Pesawat tersebut, Maka Beli yang Tersedia Serah Barang Hanyalah yang Bekas tetapi Usia Pemakaian nya yang masih Panjang ??? 

Adakah Pembelian Barang Baru Pesawat Tempur dengan Penyerahan Sesingkat 6 Bulan saja ???... Mohon Data nya !!!"
@muhammadkiflaini5230,Wowo
@user-et8cj7we2d,"Anis presiden 2024, mantaf"
@rusdindin2869,"Tetap ""AMIN"" ❤❤❤❤❤"
@hamidahali527,Pak anis cerdas kita butuh beliau
@ArfanMaulana-wl5ud,Anies suka buat perpecahan bahaya org kayak gni hancur negara Indonesia
@sujonobdi1179,"Modal capres besar tentu ingin kembali lebih besar ""GAK BAHAYA TA""  korupsinya"
@user-oy8wm1cn5l,"Makin yakin pak Prabowo pemenangx ✌️👍😎,pesan dari wrga2 di desa sy pak gara2 nonton debat mlm ini merrka semua yakin bapak Prabowo presiden selanjutx 🤲,jd pesan dri mereka jgn pernah berikan jabatan kepada Anis dan ganjar😂😂mereka blg sorryy yeee sorryy yeee😅😅"
@karpanmunhamir4855,Amin amin amin ya allah 2024 amin maju
@ZainalArifin-wg9sr,Pastinya amin yg ter baik dan terpantas pinpin Indonesia
@user-wt2uw2et6u,Nomor 01 wes wayahe 👍✌️✌️
@kardiwikarsa9749,"Skr rakyat bisa menyimpulkan dgn debat tadi, mungkin dlm debat yg punya nalar kesatuan  dan bisa dilihat apa adanya adalah paslon 02,"
@chandraputraoktav,"Gimana si wo ditanya gimana tanggapan ttg pelanggaran etik cawapres utk standart nilai pemimpin,malah bales secara personal anda tdk pantas bicara etis ! KOSONG !!!!!"
@DewandaMlbb,"Gk jelas prabowo.., pindah pindah ajala.., 03/01.
Menghindari pertanyaan mulu.., diMinta Hasil Sekarang Selama5Th.. malah ngomongin kerja nanti😭"
@akmalofficial1278,"ANIES emang cerdas dlm debat aperkatnya  bersarang 02 mantap , Anies cocok untuk dipilih sebagai PRESIDEN RI 2024 Amin Amin Amin ❤"
@jalapeno4875,Ga bisa menang kyknya pak prabowo... Ganjar dan anis lebih cakap...
@OktavianaAmaral,No 2 terbaik sudah
@samsuddin5228,"Sudah terlihat jelas siapa yg ambisi jadi presiden,seharusnya pemimpin itu jangan mncari2 kejelekan orang..."
@papjiupdate700,"Gw pendukung prabowo, hari ini anies mantep jawabannya"
@sopyanudin40,No 2 dong
@bbtv2410,Anis ...blm menjabat sj sdh sakit hati....knp hrs bahas harta pribadi.....khn harta itu didapat...bukan sjk jd menhan...Prabowo jg seorang pebisnis....iri dia
@hendrawahyuni8647,Amin no 1 ❤
@peduliindonesiabykaizen2173,Prabowo kalah telak di debat kali ini
@rahmanbjbj1824,Jgn pergi😂
@asila1925,"Kesalahan pak prabowo jd orang terlalu baik jd sungkan nyerang paslon lain,pdhl kro mau  cari ksalahan bnyk.bila perlu ketua partai pengusungnya dulu wkt memimpin berhasil tdk,saham indosat di jual dll dll tp skli lg pa prabowo berhati beesih tdk mau mengadu domba memecah belah persepsi orang."
@premandarat9369,Keringetan muka Paslon 2 Anis amin persiden2024
@ZainalArifin-wg9sr,Pastinya no 1 yes
@kartinitini4204,Amin ❤
@babamubaidillah1813,Abis prabowo dirujak 😂😂😂
@imanbackti7079,"ANIES BASWEDAN YG PALING TOP DALAM DEBAT CAPRES TENTANG KE AMANAN PERTAHANAN, GEO POLITIK DAN HUBUNGAN INTERNASIONAL.
ANIES BASWEDAN MEMANG CERDAS DAN HEBAT."
@jamallburut9167,YATUHAN RAHASIA NEGARA MINTA DI BUKA DI DEBAT:(
@user-kq4zg5wy5k,1
@babamubaidillah1813,Anis for presiden
@liriklagu2210,"Prabonyok menhan tema pertahanan, malah yang paling gak ada isinya, kata pepatah apa yang keluar apa yg ada di dalam. Yang saya simak sebagai warga netral selama bberapa kali pemilu ini, ini yang paling hancur."
@sugengsugeng5090,NO 1 DAN NO 3..MEJELEKAN NO 2...ITU BUKAN DEBAD SECARA DEWASA...ORANG KALO SUKA CARI KEJELEKAN ORANG LAIN ITU GA BAIK..
@wendee123,Anis piter ngomong  janji2 nguru Jkt aja bubar 🤥ini lagi jadi kepala negara waduh🙈😭
@babamubaidillah1813,Pendukung prabowo harus berjiwa besar mengakui bahwa Anis lebih cerdas dan realistis
@rikispandau6216,No 1🇮🇩❤
@dimaspaujiantara_,ｓｅｋｅｌａｓ Ｋｅｍｅｎｈａｎ ｄａｎ ＢＳＳＮ ａｊａ ｋｅｎａ ｂｏｂｏｌ， ａｐａｌａｇｉ ｙａｎｇ ｌａｉｎ？
@chandraputraoktav,MUKA PRABOWO TERTEKAN SETIAP ANIS BICARA AWOOKWOKK
@elvyr.2369,1
@dedekurnia6952,"Knp yg di bahas kesejahteraan anggo TNI dan polisi,,, mereka yg jadi aparat itu kebanyakan dari keluarga yg banyak duit,,,krna jadi aparat itu pake duit,,kami banyak yg lebih sesara dari mereka,,makan aja kami susah,,"
@sinjaytvoficial6854,prbowo presiden 2024 lesgooo
@pikapiii25,ketiga. btw prabowo
@liriklagu2210,1 amin
@inaramarsha329,Prabowo pilihan ku
@ayurossa417,Prabowogibran2024
@mulyadidriver3347,bagud❤
@cangkuldulu459,Prabowo jaya jaya jaya
